Id da Delegacia (RDO),Número do Bo (RDO),Ano do BO (RDO),Data do Óbito,Data do Acidente,Tipo de via,Dia do óbito,Mês do Óbito,Mês Óbito Descrição,Ano do Óbito,Ano/Mês do Óbito,Dia da Semana,Hora do Acidente,Turno,Município,Região Administrativa,Logradouro,Númeral / KM,Jurisdição,Administração,Conservação,Tipo do local da ocorrência,LAT_(GEO),LONG_(GEO),Tipo do veículo da vítima,Tipo de vítima,Local do óbito,Tipo de acidente,Sub Tipo do Acidente,Tempo entre o Acidente e o óbito,Sexo,Faixa etária,Idade da vítima,Outro Veículo Envolvido
100919,8395,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,18:35:00,NOITE,RIBEIRAO PRETO,Ribeirão Preto,RUA DOUTOR JOSE OTAVIO DE OLIVEIRA,"900,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.166587,-47.727325,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,55-59,57.0,AUTOMOVEL
80504,3671,2019,2019-04-12,2019-04-12,Rodovias,12,4,ABRIL,2019,2019.04,SEXTA,22:45:00,NOITE,MARILIA,Marília,SP 294,"456,0",ESTADUAL,CONCESSIONÁRIA,ENTREVIAS,PUBLICO,-22.19528213798256,-49.96601416093018,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,45-49,49.0,CAMINHAO
10333,2279,2019,2019-04-12,2019-04-12,Rodovias,12,4,ABRIL,2019,2019.04,SEXTA,22:56:00,NOITE,SAO PAULO,Metropolitana de São Paulo,SP 348,"23,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.435759068753388,-46.759430260592175,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,45-49,45.0,CAMINHAO
70394,3599,2019,2019-04-12,2019-04-07,Rodovias,12,4,ABRIL,2019,2019.04,DOMINGO,16:05:00,TARDE,AMERICANA,Campinas,SP 330,"120,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-22.75775196034675,-47.25362730919549,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Até 7 dias,FEMININO,30-34,31.0,CAMINHAO
110429,3661,2019,2019-04-12,2019-03-21,NAO DISPONIVEL,12,4,ABRIL,2019,2019.04,QUINTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO JOSE DO RIO PRETO,São José do Rio Preto,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 30 dias,MASCULINO,80 ou mais,80.0,MOTOCICLETA
130515,930,2019,2019-04-12,2019-04-12,Rodovias,12,4,ABRIL,2019,2019.04,SEXTA,23:14:00,NOITE,JACAREI,São José dos Campos,SP 065,"8,0",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-23.279345980162837,-46.050747401484415,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,55-59,56.0,CAMINHAO
80504,3673,2019,2019-04-12,2019-04-12,Rodovias,12,4,ABRIL,2019,2019.04,SEXTA,23:13:00,NOITE,MARILIA,Marília,SP 294,"444,7",ESTADUAL,DER,DR07 - Assis,PUBLICO,-22.22877095263666,-49.90879576046591,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,25-29,27.0,CAMINHAO
90200,3737,2019,2019-04-12,2019-04-12,Rodovias,12,4,ABRIL,2019,2019.04,SEXTA,13:50:00,TARDE,PRESIDENTE PRUDENTE,Presidente Prudente,SP 270,"570,0",ESTADUAL,CONCESSIONÁRIA,CART,PUBLICO,-22.124616541932667,-51.432797147667046,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,FEMININO,30-34,32.0,AUTOMOVEL
70929,2107,2019,2019-04-12,2019-04-06,Vias Municipais,12,4,ABRIL,2019,2019.04,SÁBADO,18:52:00,NOITE,BRAGANCA PAULISTA,Campinas,RUA FELICIO HELITO,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.953426,-46.529189,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Até 7 dias,FEMININO,70-74,71.0,AUTOMOVEL
30111,229,2019,2019-04-12,2019-01-04,Vias Municipais,12,4,ABRIL,2019,2019.04,SEXTA,12:15:00,TARDE,SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,ESTRADA DOS ALVARENGAS,"2007,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.735212,-46.5797,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Mais de 30 dias,MASCULINO,18-24,21.0,AUTOMOVEL
130313,395,2019,2019-04-12,2019-04-11,Vias Municipais,12,4,ABRIL,2019,2019.04,QUINTA,13:14:00,TARDE,SAO JOSE DOS CAMPOS,São José dos Campos,AVENIDA JOAQUIM MOREIRA AVILA,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.152896,-45.916595,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Dia anterior,MASCULINO,65-69,69.0,AUTOMOVEL
70332,778,2019,2019-04-12,2019-04-12,Vias Municipais,12,4,ABRIL,2019,2019.04,SEXTA,13:50:00,TARDE,SANTA BARBARA D OESTE,Campinas,AVENIDA LIMEIRA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.738528,-47.369869,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Mesmo dia,FEMININO,18-24,18.0,CAMINHAO
70934,3188,2019,2019-04-12,2019-04-08,Vias Municipais,12,4,ABRIL,2019,2019.04,SEGUNDA,NAO DISPONIVEL,NAO DISPONIVEL,ATIBAIA,Campinas,PRACA MIGUEL VAIRO,"104,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.114578,-46.551233,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 7 dias,MASCULINO,80 ou mais,86.0,AUTOMOVEL
30113,522,2019,2019-04-12,2019-04-12,Vias Municipais,12,4,ABRIL,2019,2019.04,SEXTA,11:49:00,MANHA,SAO CAETANO DO SUL,Metropolitana de São Paulo,AVENIDA GUIDO ALIBERTI,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.607579,-46.57955,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,35-39,35.0,NÃO HÁ
10335,2156,2019,2019-04-12,2019-04-11,Vias Municipais,12,4,ABRIL,2019,2019.04,QUINTA,19:52:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA INAJAR DE SOUZA,"5584,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.462704,-46.672589,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Dia anterior,FEMININO,18-24,22.0,AUTOMOVEL
30107,1083,2019,2019-04-12,2019-04-12,Vias Municipais,12,4,ABRIL,2019,2019.04,SEXTA,21:00:00,NOITE,SANTO ANDRE,Metropolitana de São Paulo,ESTRADA DO PEDROSO,"3193,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.712214,-46.500441,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,FEMININO,65-69,66.0,MOTOCICLETA
70931,2689,2019,2019-04-11,2019-04-11,Rodovias,11,4,ABRIL,2019,2019.04,QUINTA,11:00:00,MANHA,INDAIATUBA,Campinas,SP 075,"60,7",ESTADUAL,CONCESSIONÁRIA,COLINAS,PUBLICO,-23.061035816675158,-47.15246023074719,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,35-39,39.0,AUTOMOVEL
40106,546,2019,2019-04-11,2019-04-11,Rodovias,11,4,ABRIL,2019,2019.04,QUINTA,16:00:00,TARDE,MIRACATU,Registro,SP 055,"382,65",ESTADUAL,DER,DR05 - Cubatão,PUBLICO,-24.263718058772245,-47.31177628910991,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE MAIS DE 2 RODAS,Mesmo dia,MASCULINO,40-44,43.0,CAMINHAO
80211,46,2019,2019-04-11,2019-04-09,Rodovias,11,4,ABRIL,2019,2019.04,TERÇA,18:00:00,NOITE,OCAUCU,Marília,BR 153,NAO DISPONIVEL,FEDERAL,CONCESSIONÁRIA,TRANSBRASILIANA,PUBLICO,,,OUTROS,CONDUTOR,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,ANIMAL,Até 7 dias,MASCULINO,75-79,76.0,CAMINHAO
70203,365,2019,2019-04-11,2019-03-21,Vias Municipais,11,4,ABRIL,2019,2019.04,QUINTA,17:00:00,TARDE,CASA BRANCA,Campinas,AVENIDA JOSE BASILONE JUNIOR,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.781285,-47.088356,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,VEÍCULO ESTACIONADO,Até 30 dias,MASCULINO,70-74,74.0,NÃO HÁ
30110,1374,2019,2019-04-11,2019-04-11,Vias Municipais,11,4,ABRIL,2019,2019.04,QUINTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,AVENIDA CAMINHO DO MAR,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.674783,-46.569249,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,18-24,20.0,AUTOMOVEL
30110,1374,2019,2019-04-11,2019-04-11,Vias Municipais,11,4,ABRIL,2019,2019.04,QUINTA,NAO DISPONIVEL,NAO DISPONIVEL,SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,AVENIDA CAMINHO DO MAR,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.674783,-46.569249,MOTOCICLETA,PASSAGEIRO,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,FEMININO,18-24,19.0,AUTOMOVEL
10346,1650,2019,2019-04-10,2019-04-10,Rodovias,10,4,ABRIL,2019,2019.04,QUARTA,16:10:00,TARDE,SAO PAULO,Metropolitana de São Paulo,SP 348,"25,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.41896598433261,-46.76299259910515,MOTOCICLETA,CONDUTOR,VIA,CHOQUE,VEÍCULO ESTACIONADO,Mesmo dia,MASCULINO,45-49,45.0,NÃO HÁ
100910,1873,2019,2019-04-10,2019-04-10,Rodovias,10,4,ABRIL,2019,2019.04,QUARTA,23:30:00,NOITE,CRISTAIS PAULISTA,Franca,SP 334,"416,4",ESTADUAL,DER,DR08 - Ribeirão Preto,PUBLICO,-20.390600635923516,-47.4344819448278,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,35-39,36.0,AUTOMOVEL
70708,555,2019,2019-04-10,2019-04-10,Rodovias,10,4,ABRIL,2019,2019.04,QUARTA,7:45:00,MANHA,VARGEM GRANDE DO SUL,Campinas,SP 215,"36,0",ESTADUAL,DER,DR13 - Rio Claro,PUBLICO,-21.829720112981708,-46.9393071638065,AUTOMOVEL,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,80 ou mais,82.0,AUTOMOVEL
90342,174,2019,2019-04-10,2019-04-10,Rodovias,10,4,ABRIL,2019,2019.04,QUARTA,15:10:00,TARDE,ROSANA,Presidente Prudente,SP 613,"71,3",ESTADUAL,DER,DR12 - Presidente Prudente,PUBLICO,-22.507798303540575,-52.852641037959,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,MASCULINO,65-69,68.0,AUTOMOVEL
110406,198,2019,2019-04-10,2019-04-10,Rodovias,10,4,ABRIL,2019,2019.04,QUARTA,17:20:00,TARDE,BADY BASSITT,São José do Rio Preto,SP 355,"5,3",ESTADUAL,DER,DR09 - São José do Rio Preto,PUBLICO,-20.942325531263553,-49.46323454080979,AUTOMOVEL,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,60-64,62.0,AUTOMOVEL
120215,373,2019,2019-04-10,2019-03-28,Rodovias,10,4,ABRIL,2019,2019.04,QUINTA,0:50:00,MADRUGADA,PORANGABA,Sorocaba,SP 280,"171,0",ESTADUAL,CONCESSIONÁRIA,SPVIAS,PUBLICO,-23.215305883772825,-48.197028893322894,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Até 30 dias,MASCULINO,65-69,65.0,CAMINHAO
30204,1898,2019,2019-04-10,2019-03-31,Rodovias,10,4,ABRIL,2019,2019.04,DOMINGO,16:12:00,TARDE,CAIEIRAS,Metropolitana de São Paulo,SP 332,"30,0",ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.390111010683423,-46.729576411706475,AUTOMOVEL,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Até 30 dias,MASCULINO,55-59,59.0,AUTOMOVEL
100910,1775,2019,2019-04-10,2019-04-05,Vias Municipais,10,4,ABRIL,2019,2019.04,SEXTA,23:00:00,NOITE,FRANCA,Franca,AVENIDA CESAR MARTINS PIRAJA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Até 7 dias,MASCULINO,65-69,67.0,MOTOCICLETA
10367,1728,2019,2019-04-10,2019-04-10,Vias Municipais,10,4,ABRIL,2019,2019.04,QUARTA,22:00:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA ELISEU DE ALMEIDA,"3932,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.59092,-46.737944,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,40-44,42.0,NAO DISPONIVEL
30122,2267,2019,2019-04-10,2019-04-09,Vias Municipais,10,4,ABRIL,2019,2019.04,TERÇA,18:25:00,NOITE,DIADEMA,Metropolitana de São Paulo,AVENIDA DONA RUICE FERRAZ ALVIN,"1466,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.695692,-46.607092,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Dia anterior,MASCULINO,75-79,79.0,AUTOMOVEL
30127,1656,2019,2019-04-10,2019-04-10,Vias Municipais,10,4,ABRIL,2019,2019.04,QUARTA,17:00:00,TARDE,DIADEMA,Metropolitana de São Paulo,RUA ANITA,"406,0",MUNICIPAL,PREFEITURA,PREFEITURA,PRIVADO,-23.679822,-46.604463,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,60-64,62.0,CAMINHAO
10356,2547,2019,2019-04-10,2019-04-10,Vias Municipais,10,4,ABRIL,2019,2019.04,QUARTA,22:00:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA PIRAJUSSARA,"3930,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.593242,-46.741562,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,NAO DISPONIVEL,,AUTOMOVEL
120607,5227,2019,2019-04-10,2019-04-10,Vias Municipais,10,4,ABRIL,2019,2019.04,QUARTA,17:30:00,TARDE,SOROCABA,Sorocaba,ALAMEDA DO HORTO,"70,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.44593,-47.498004,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,18-24,22.0,AUTOMOVEL
40284,1037,2019,2019-04-10,2019-04-06,Vias Municipais,10,4,ABRIL,2019,2019.04,SÁBADO,0:28:00,MADRUGADA,SAO VICENTE,Baixada Santista,VIA ANGELINA PRETI DA SILVA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Até 7 dias,MASCULINO,25-29,29.0,NÃO HÁ
100908,1030,2019,2019-04-10,2019-04-06,Vias Municipais,10,4,ABRIL,2019,2019.04,SÁBADO,14:00:00,TARDE,ARARAQUARA,Central,AVENIDA SAO PAULO,"99,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.793558,-48.172197,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Até 7 dias,MASCULINO,45-49,46.0,ONIBUS
40010,741,2019,2019-04-10,2019-04-09,Vias Municipais,10,4,ABRIL,2019,2019.04,TERÇA,19:56:00,NOITE,SANTOS,Baixada Santista,AVENIDA SENADOR MACHADO PINHEIRO,"240,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.947253,-46.336665,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Dia anterior,FEMININO,75-79,77.0,ONIBUS
10108,2332,2019,2019-04-10,2019-04-05,Vias Municipais,10,4,ABRIL,2019,2019.04,SEXTA,22:22:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA DO ESTADO,"5200,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.557363,-46.619662,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 7 dias,MASCULINO,18-24,20.0,MOTOCICLETA
10326,2553,2019,2019-04-10,2019-04-10,Vias Municipais,10,4,ABRIL,2019,2019.04,QUARTA,15:24:00,TARDE,SAO PAULO,Metropolitana de São Paulo,RUA PAPIRO-DO-EGITO,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.491881,-46.456333,MOTOCICLETA,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,MASCULINO,45-49,45.0,ONIBUS
130310,663,2019,2019-04-10,2019-03-28,Vias Municipais,10,4,ABRIL,2019,2019.04,QUINTA,15:11:00,TARDE,SAO JOSE DOS CAMPOS,São José dos Campos,AVENIDA CIDADE JARDIM,"3141,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.242005,-45.881747,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Até 30 dias,FEMININO,50-54,54.0,MOTOCICLETA
100468,313,2019,2019-04-09,2019-04-09,Rodovias,9,4,ABRIL,2019,2019.04,TERÇA,20:40:00,NOITE,SAO JOAQUIM DA BARRA,Franca,SP 330,"374,9",ESTADUAL,CONCESSIONÁRIA,ENTREVIAS,PUBLICO,-20.63554231425785,-47.88178704348299,CAMINHAO,CONDUTOR,OUTROS,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,65-69,66.0,CAMINHAO
120129,1639,2019,2019-04-09,2019-04-09,Rodovias,9,4,ABRIL,2019,2019.04,TERÇA,4:00:00,MADRUGADA,AVARE,Sorocaba,SP 245,"4,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.10552109442743,-48.97793772362064,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,40-44,43.0,AUTOMOVEL
80509,491,2019,2019-04-09,2019-02-21,Vias Municipais,9,4,ABRIL,2019,2019.04,QUINTA,11:05:00,MANHA,ASSIS,Marília,AVENIDA OTO RIBEIRO,"780,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.658988,-50.403881,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Mais de 30 dias,FEMININO,55-59,59.0,AUTOMOVEL
10108,2401,2019,2019-04-09,2019-04-09,Vias Municipais,9,4,ABRIL,2019,2019.04,TERÇA,4:14:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,AVENIDA ALCANTARA MACHADO,"1000,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.553096,-46.614593,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,18-24,23.0,AUTOMOVEL
70528,287,2019,2019-04-09,2019-04-09,Vias Municipais,9,4,ABRIL,2019,2019.04,TERÇA,13:00:00,TARDE,PIRACICABA,Campinas,RUA NILO PECANHA,"460,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.670861,-47.69634,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,70-74,73.0,ONIBUS
100415,495,2019,2019-04-09,2019-04-09,Vias Municipais,9,4,ABRIL,2019,2019.04,TERÇA,18:40:00,NOITE,ORLANDIA,Franca,AVENIDA MARGINAL DIREITA,"522,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.721555,-47.89283,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,18-24,20.0,AUTOMOVEL
100909,1827,2019,2019-04-09,2019-04-08,Vias Municipais,9,4,ABRIL,2019,2019.04,SEGUNDA,17:28:00,TARDE,BARRETOS,Barretos,AVENIDA ANTONIO FREDERICO OZANAM,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.547537,-48.586997,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Dia anterior,MASCULINO,55-59,58.0,AUTOMOVEL
100434,564,2019,2019-04-09,2019-04-08,Vias Municipais,9,4,ABRIL,2019,2019.04,SEGUNDA,19:00:00,NOITE,GUARIBA,Ribeirão Preto,RUA DONA CONSTANCIA,"102,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.356839,-48.220777,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Dia anterior,FEMININO,50-54,53.0,ONIBUS
100322,645,2019,2019-04-09,2019-03-29,Vias Municipais,9,4,ABRIL,2019,2019.04,SEXTA,11:18:00,MANHA,FRANCA,Franca,AVENIDA ORLANDO DOM PIERRE,"2370,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-20.509977,-47.400124,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Até 30 dias,FEMININO,70-74,74.0,AUTOMOVEL
10333,2192,2019,2019-04-08,2019-04-08,Rodovias,8,4,ABRIL,2019,2019.04,SEGUNDA,21:20:00,NOITE,SAO PAULO,Metropolitana de São Paulo,SP 330,"15,2",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.500133788951395,-46.75460928062847,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,NAO DISPONIVEL,,ONIBUS
100919,8166,2019,2019-04-08,2019-04-05,Rodovias,8,4,ABRIL,2019,2019.04,SEXTA,19:00:00,NOITE,RIBEIRAO PRETO,Ribeirão Preto,SPA 318/330,"0,0",ESTADUAL,CONCESSIONÁRIA,VIAPAULISTA,PUBLICO,-21.112681,-47.7803968,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Até 7 dias,MASCULINO,65-69,65.0,AUTOMOVEL
70010,3626,2019,2019-04-08,2019-04-08,Rodovias,8,4,ABRIL,2019,2019.04,SEGUNDA,16:52:00,TARDE,CAMPINAS,Campinas,SP 081,"11,5",ESTADUAL,DER,DR01 - Campinas,PUBLICO,-22.8895154189557,-46.879716171182345,AUTOMOVEL,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,35-39,36.0,AUTOMOVEL
120108,490,2019,2019-04-08,2019-04-08,Rodovias,8,4,ABRIL,2019,2019.04,SEGUNDA,16:55:00,TARDE,TAQUARITUBA,Itapeva,SP 255,"322,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.54220097112626,-49.24937094714236,BICICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,80 ou mais,81.0,AUTOMOVEL
70923,1328,2019,2019-04-08,2019-03-18,Rodovias,8,4,ABRIL,2019,2019.04,SEGUNDA,18:57:00,NOITE,LIMEIRA,Campinas,SP 330,"150,0",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-22.531941292655922,-47.38521631908143,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Até 30 dias,MASCULINO,45-49,49.0,AUTOMOVEL
50228,405,2019,2019-04-08,2019-04-06,Vias Municipais,8,4,ABRIL,2019,2019.04,SÁBADO,19:31:00,NOITE,BURITAMA,Araçatuba,AVENIDA ANTONIO ALVES TEIXEIRA,"2,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.090686,-50.177047,MOTOCICLETA,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Até 7 dias,MASCULINO,25-29,27.0,AUTOMOVEL
70025,688,2019,2019-04-08,2019-04-07,Vias Municipais,8,4,ABRIL,2019,2019.04,DOMINGO,18:12:00,NOITE,PAULINIA,Campinas,AVENIDA ANTONIO BATISTA PIVA,"661,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.773514,-47.167529,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Dia anterior,MASCULINO,18-24,21.0,AUTOMOVEL
70210,554,2019,2019-04-08,2019-04-05,Vias Municipais,8,4,ABRIL,2019,2019.04,SEXTA,13:30:00,TARDE,SANTA CRUZ DAS PALMEIRAS,Campinas,RUA CAMPOS SALES,"1129,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-21.829888,-47.24432,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,MURO/PAREDE/TALUDE,Até 7 dias,MASCULINO,60-64,61.0,NÃO HÁ
