Id da Delegacia (RDO),Número do Bo (RDO),Ano do BO (RDO),Data do Óbito,Data do Acidente,Tipo de via,Dia do óbito,Mês do Óbito,Mês Óbito Descrição,Ano do Óbito,Ano/Mês do Óbito,Dia da Semana,Hora do Acidente,Turno,Município,Região Administrativa,Logradouro,Númeral / KM,Jurisdição,Administração,Conservação,Tipo do local da ocorrência,LAT_(GEO),LONG_(GEO),Tipo do veículo da vítima,Tipo de vítima,Local do óbito,Tipo de acidente,Sub Tipo do Acidente,Tempo entre o Acidente e o óbito,Sexo,Faixa etária,Idade da vítima,Outro Veículo Envolvido
120607,5547,2019,2019-04-17,2019-04-17,Vias Municipais,17,4,ABRIL,2019,2019.04,QUARTA,20:25:00,NOITE,PORTO FELIZ,Sorocaba,RUA FERNAO DIAS,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.220546,-47.515804,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,35-39,38.0,NÃO HÁ
40284,1106,2019,2019-04-17,2019-04-17,Vias Municipais,17,4,ABRIL,2019,2019.04,QUARTA,11:14:00,MANHA,SAO VICENTE,Baixada Santista,AVENIDA JOSE MONTEIRO,"476,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.963895,-46.373773,MOTOCICLETA,CONDUTOR,VIA,COLISAO,FRONTAL,Mesmo dia,MASCULINO,40-44,41.0,AUTOMOVEL
60406,2201,2019,2019-04-17,2019-04-03,Vias Municipais,17,4,ABRIL,2019,2019.04,QUARTA,21:40:00,NOITE,BOCAINA,Bauru,RUA TREZE DE MAIO,"180,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.13633,-48.520006,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,ÁRVORE,Até 30 dias,MASCULINO,50-54,52.0,NÃO HÁ
70931,2740,2019,2019-04-17,2019-04-14,Vias Municipais,17,4,ABRIL,2019,2019.04,DOMINGO,6:00:00,MANHA,INDAIATUBA,Campinas,AVENIDA VISCONDE DE INDAIATUBA,"1612,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.093385,-47.190959,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CONDUTOR/PASSAGEIROS FORA DO VEÍCULO,Até 7 dias,MASCULINO,45-49,46.0,NAO DISPONIVEL
42428,1008,2019,2019-04-17,2019-04-17,Vias Municipais,17,4,ABRIL,2019,2019.04,QUARTA,17:20:00,TARDE,ITANHAEM,Baixada Santista,RUA JOSE DOS REIS VIEIRA REPOLHO ALAN,"35,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-24.183219,-46.819017,BICICLETA,CONDUTOR,VIA,COLISAO,NAO DISPONIVEL,Mesmo dia,MASCULINO,45-49,45.0,CAMINHAO
110429,3824,2019,2019-04-16,2019-04-16,Rodovias,16,4,ABRIL,2019,2019.04,TERÇA,11:45:00,MANHA,SAO JOSE DO RIO PRETO,São José do Rio Preto,SP 310,"443,2",ESTADUAL,CONCESSIONÁRIA,TRIÂNGULO DO SOL,PUBLICO,-20.8200132274882,-49.430530092972226,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,18-24,22.0,NAO DISPONIVEL
50310,491,2019,2019-04-16,2019-04-16,Rodovias,16,4,ABRIL,2019,2019.04,TERÇA,21:25:00,NOITE,PENAPOLIS,Araçatuba,SPI 486/300,"7,55",ESTADUAL,DER,DR11 - Araçatuba,PUBLICO,-21.40791941641802,-50.099700313676244,MOTOCICLETA,PASSAGEIRO,VIA,ATROPELAMENTO,ANIMAL,Mesmo dia,FEMININO,18-24,24.0,ONIBUS
100121,1288,2019,2019-04-16,2019-04-16,Rodovias,16,4,ABRIL,2019,2019.04,TERÇA,16:40:00,TARDE,IBITINGA,Central,SP 304,"368,0",ESTADUAL,DER,DR04 - Araraquara,PUBLICO,-21.766584884934534,-48.86869474759111,CAMINHAO,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE MAIS DE 2 RODAS,Mesmo dia,MASCULINO,35-39,35.0,NÃO HÁ
80504,3777,2019,2019-04-16,2019-03-19,Rodovias,16,4,ABRIL,2019,2019.04,TERÇA,7:55:00,MANHA,MARILIA,Marília,SP 294,"452,0",ESTADUAL,CONCESSIONÁRIA,ENTREVIAS,PUBLICO,-22.22887619036684,-49.96957297720283,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Até 30 dias,MASCULINO,35-39,37.0,AUTOMOVEL
10333,2337,2019,2019-04-16,2019-04-15,Rodovias,16,4,ABRIL,2019,2019.04,SEGUNDA,22:40:00,NOITE,SAO PAULO,Metropolitana de São Paulo,SP 330,"11,8",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.511584634968806,-46.727573968109446,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Dia anterior,FEMININO,40-44,42.0,AUTOMOVEL
120300,2088,2019,2019-04-16,2019-04-16,Rodovias,16,4,ABRIL,2019,2019.04,TERÇA,7:10:00,MANHA,ITAPETININGA,Sorocaba,SP 268,"164,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.569205536962873,-47.97531352439888,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,50-54,53.0,CAMINHAO
130508,1028,2019,2019-04-16,2019-04-14,Vias Municipais,16,4,ABRIL,2019,2019.04,DOMINGO,22:15:00,NOITE,SAO JOSE DOS CAMPOS,São José dos Campos,RUA JOAO MIACCI,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Até 7 dias,MASCULINO,25-29,26.0,NÃO HÁ
10336,3837,2019,2019-04-16,2019-04-08,Vias Municipais,16,4,ABRIL,2019,2019.04,SEGUNDA,20:27:00,NOITE,SAO PAULO,Metropolitana de São Paulo,AVENIDA JACANA,"244,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.467001,-46.590371,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Até 30 dias,MASCULINO,60-64,61.0,AUTOMOVEL
70946,1525,2019,2019-04-16,2019-04-07,Vias Municipais,16,4,ABRIL,2019,2019.04,DOMINGO,23:30:00,NOITE,JUNDIAI,Campinas,RUA DA SAUDE,"220,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.192384,-46.885513,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 30 dias,MASCULINO,30-34,31.0,AUTOMOVEL
110604,61,2019,2019-04-16,2019-04-16,Vias Municipais,16,4,ABRIL,2019,2019.04,TERÇA,9:26:00,MANHA,INDIAPORA,São José do Rio Preto,ESTRAVA VICINAL INDIAPORA / MIRA ESTRELA,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,50-54,53.0,NÃO HÁ
30306,1870,2019,2019-04-16,2019-04-16,Vias Municipais,16,4,ABRIL,2019,2019.04,TERÇA,20:14:00,NOITE,MOGI DAS CRUZES,Metropolitana de São Paulo,AVENIDA JAPAO,"2797,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.552497,-46.20722,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,75-79,79.0,MOTOCICLETA
40212,640,2019,2019-04-16,2019-04-16,Vias Municipais,16,4,ABRIL,2019,2019.04,TERÇA,8:00:00,MANHA,SANTOS,Baixada Santista,RUA JOAQUIM TAVORA,"5,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.949882,-46.325831,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,FEMININO,NAO DISPONIVEL,,CAMINHAO
70313,1140,2019,2019-04-16,2019-04-10,Vias Municipais,16,4,ABRIL,2019,2019.04,QUARTA,NAO DISPONIVEL,NAO DISPONIVEL,ITAPIRA,Campinas,RUA EMILIO CONSORTI,"5,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,NAO DISPONIVEL,Até 7 dias,MASCULINO,65-69,68.0,AUTOMOVEL
10248,1403,2019,2019-04-16,2019-04-16,Vias Municipais,16,4,ABRIL,2019,2019.04,TERÇA,5:30:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,AVENIDA INTERLAGOS,"4913,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.688456,-46.69696,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,FEMININO,55-59,55.0,NAO DISPONIVEL
10217,1256,2019,2019-04-16,2019-04-16,Vias Municipais,16,4,ABRIL,2019,2019.04,TERÇA,9:42:00,MANHA,SAO PAULO,Metropolitana de São Paulo,AVENIDA DO ESTADO,"7000,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.56921,-46.607511,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,45-49,49.0,AUTOMOVEL
30403,2761,2019,2019-04-15,2019-04-15,Rodovias,15,4,ABRIL,2019,2019.04,SEGUNDA,1:18:00,MADRUGADA,COTIA,Metropolitana de São Paulo,SP 270,"27,0",ESTADUAL,DER,DR10 - São Paulo,PUBLICO,-23.596188233872006,-46.865939140872364,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,25-29,29.0,NÃO HÁ
70925,827,2019,2019-04-15,2019-01-22,NAO DISPONIVEL,15,4,ABRIL,2019,2019.04,TERÇA,NAO DISPONIVEL,NAO DISPONIVEL,TAPIRAI,Sorocaba,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Mais de 30 dias,MASCULINO,70-74,71.0,NAO DISPONIVEL
120305,205,2019,2019-04-15,2019-04-15,Rodovias,15,4,ABRIL,2019,2019.04,SEGUNDA,18:00:00,NOITE,GUAREI,Sorocaba,SP 157,"34,0",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.405095737690228,-48.187903331397976,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,40-44,44.0,NÃO HÁ
100426,175,2019,2019-04-15,2019-04-15,Rodovias,15,4,ABRIL,2019,2019.04,SEGUNDA,5:40:00,MADRUGADA,SERRA AZUL,Ribeirão Preto,SP 333,"29,0",ESTADUAL,DER,DR08 - Ribeirão Preto,PUBLICO,-21.24501245850993,-47.53792574540337,AUTOMOVEL,CONDUTOR,VIA,OUTROS,ENGAVETAMENTO,Mesmo dia,FEMININO,65-69,66.0,CAMINHAO
110429,3819,2019,2019-04-15,2019-04-07,NAO DISPONIVEL,15,4,ABRIL,2019,2019.04,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,SAO JOSE DO RIO PRETO,São José do Rio Preto,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Até 30 dias,MASCULINO,18-24,24.0,NAO DISPONIVEL
30304,2602,2019,2019-04-15,2019-04-14,Vias Municipais,15,4,ABRIL,2019,2019.04,DOMINGO,5:22:00,MADRUGADA,ITAQUAQUECETUBA,Metropolitana de São Paulo,ESTRADA SAO PAULO MOGI,"455,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.503819,-46.3475,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Dia anterior,MASCULINO,40-44,43.0,AUTOMOVEL
10217,1239,2019,2019-04-15,2019-04-13,Vias Municipais,15,4,ABRIL,2019,2019.04,SÁBADO,NAO DISPONIVEL,NAO DISPONIVEL,SAO PAULO,Metropolitana de São Paulo,RUA BAMBORE,"538,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.602748,-46.608097,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,VEÍCULO ESTACIONADO,Até 7 dias,MASCULINO,50-54,53.0,NÃO HÁ
70924,3094,2019,2019-04-15,2019-04-15,Vias Municipais,15,4,ABRIL,2019,2019.04,SEGUNDA,21:40:00,NOITE,RIO CLARO,Campinas,RUA JOSE FELICIO CASTELANO,"200,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.386297,-47.552918,BICICLETA,CONDUTOR,VIA,COLISAO,TRANSVERSAL,Mesmo dia,MASCULINO,35-39,35.0,AUTOMOVEL
130508,1019,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,6:30:00,MANHA,SAO JOSE DOS CAMPOS,São José dos Campos,SP 066,"107,23",ESTADUAL,PREFEITURA,PREFEITURA,PUBLICO,-23.241720053673998,-45.917427544118624,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,70-74,72.0,AUTOMOVEL
80505,812,2019,2019-04-14,2019-03-31,NAO DISPONIVEL,14,4,ABRIL,2019,2019.04,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,OURINHOS,Marília,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,,,NAO DISPONIVEL,NAO DISPONIVEL,ESTABELECIMENTO DE SAUDE,NAO DISPONIVEL,NAO DISPONIVEL,Até 30 dias,MASCULINO,18-24,19.0,NAO DISPONIVEL
70112,594,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,NAO DISPONIVEL,NAO DISPONIVEL,AMPARO,Campinas,SP 095,"45,4",ESTADUAL,DER,DR01 - Campinas,PUBLICO,-22.711190605414686,-46.82064924664544,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,30-34,34.0,NÃO HÁ
130515,934,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,11:15:00,MANHA,JACAREI,São José dos Campos,SP 065,"5,6",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-23.301836268898054,-46.0460442247446,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,FEMININO,0-17,6.0,CAMINHAO
130515,934,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,11:15:00,MANHA,JACAREI,São José dos Campos,SP 065,"5,6",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-23.301836268898054,-46.0460442247446,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,FEMININO,30-34,32.0,CAMINHAO
70922,1649,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,0:20:00,MADRUGADA,PIRACICABA,Campinas,SP 135,"18,7",ESTADUAL,DER,DR13 - Rio Claro,PUBLICO,-22.740142970742106,-47.58687434930816,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,FRONTAL,Mesmo dia,MASCULINO,65-69,67.0,AUTOMOVEL
120508,941,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,18:20:00,NOITE,MAIRINQUE,Sorocaba,SP 280,"67,0",ESTADUAL,CONCESSIONÁRIA,VIAOESTE,PUBLICO,-23.42306179299319,-47.236057961304645,AUTOMOVEL,PASSAGEIRO,ESTABELECIMENTO DE SAUDE,OUTROS,CAPOTAMENTO,Mesmo dia,FEMININO,30-34,30.0,AUTOMOVEL
70010,3831,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,4:45:00,MADRUGADA,CAMPINAS,Campinas,SP 065,"129,0",ESTADUAL,CONCESSIONÁRIA,ROTA DAS BANDEIRAS,PUBLICO,-22.887375622678167,-47.01190705235283,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,FEMININO,25-29,28.0,AUTOMOVEL
70946,1619,2019,2019-04-14,2019-04-14,Rodovias,14,4,ABRIL,2019,2019.04,DOMINGO,10:30:00,MANHA,JUNDIAI,Campinas,SP 332,"52,3",ESTADUAL,DER,DR01 - Campinas,PUBLICO,-23.26297657529586,-46.83113899021809,AUTOMOVEL,CONDUTOR,VIA,COLISAO,LATERAL,Mesmo dia,FEMININO,30-34,33.0,AUTOMOVEL
120305,94,2019,2019-04-14,2019-04-14,Vias Municipais,14,4,ABRIL,2019,2019.04,DOMINGO,13:21:00,TARDE,GUAREI,Sorocaba,ESTRADA MUNICIPAL GRI-060,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NA CALÇADA,Mesmo dia,FEMININO,0-17,9.0,AUTOMOVEL
10353,2359,2019,2019-04-14,2019-04-07,Vias Municipais,14,4,ABRIL,2019,2019.04,DOMINGO,20:00:00,NOITE,SAO PAULO,Metropolitana de São Paulo,RUA IOSOSUKE OKAUE,"483,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.575586,-46.451401,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Até 7 dias,MASCULINO,50-54,52.0,MOTOCICLETA
120300,2028,2019,2019-04-14,2019-04-14,Vias Municipais,14,4,ABRIL,2019,2019.04,DOMINGO,7:09:00,MANHA,ITAPETININGA,Sorocaba,RUA SILINEU MEIRA MACHADO,"100,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.57603,-48.004499,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,NAO DISPONIVEL,Mesmo dia,MASCULINO,60-64,64.0,CAMINHAO
10108,2516,2019,2019-04-14,2019-04-14,Vias Municipais,14,4,ABRIL,2019,2019.04,DOMINGO,6:30:00,MANHA,SAO PAULO,Metropolitana de São Paulo,AVENIDA VINTE E TRES DE MAIO,"111,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.549606,-46.638554,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,55-59,56.0,NAO DISPONIVEL
60406,1399,2019,2019-04-14,2019-03-04,Vias Municipais,14,4,ABRIL,2019,2019.04,SEGUNDA,11:41:00,MANHA,JAU,Bauru,ALAMEDA LOURENCO AVELINO,"1052,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.306407,-48.541624,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRASEIRA,Mais de 30 dias,MASCULINO,18-24,20.0,MOTOCICLETA
10357,1948,2019,2019-04-14,2019-04-14,Vias Municipais,14,4,ABRIL,2019,2019.04,DOMINGO,2:06:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,RUA NORMA PIERUCCINI GIANNOTTI,"10,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.522973,-46.650852,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,POSTE,Mesmo dia,MASCULINO,45-49,45.0,NÃO HÁ
42428,975,2019,2019-04-13,2019-04-13,Rodovias,13,4,ABRIL,2019,2019.04,SÁBADO,16:50:00,TARDE,ITANHAEM,Baixada Santista,SP 055,"316,0",ESTADUAL,DER,DR05 - Cubatão,PUBLICO,-24.143643943166335,-46.719519285753805,PEDESTRE,PEDESTRE,VIA,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,FEMININO,55-59,57.0,MOTOCICLETA
70925,815,2019,2019-04-13,2019-04-13,Rodovias,13,4,ABRIL,2019,2019.04,SÁBADO,5:00:00,MADRUGADA,SANTA BARBARA D OESTE,Campinas,SP 304,"136,8",ESTADUAL,DER,DR13 - Rio Claro,PUBLICO,-22.76569301318001,-47.41101484856085,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,CHOQUE,DEFENSA / BARREIRA,Mesmo dia,MASCULINO,35-39,35.0,NÃO HÁ
60112,141,2019,2019-04-13,2019-04-12,Rodovias,13,4,ABRIL,2019,2019.04,SEXTA,22:20:00,NOITE,PIRATININGA,Bauru,SP 294,"365,0",ESTADUAL,DER,DR03 - Bauru,PUBLICO,-22.348661433529394,-49.248625406975535,AUTOMOVEL,CONDUTOR,ESTABELECIMENTO DE SAUDE,OUTROS,CAPOTAMENTO,Dia anterior,MASCULINO,40-44,41.0,NÃO HÁ
120513,365,2019,2019-04-13,2019-04-13,Rodovias,13,4,ABRIL,2019,2019.04,SÁBADO,8:30:00,MANHA,SALTO DE PIRAPORA,Sorocaba,SP 264,"116,6",ESTADUAL,DER,DR02 - Itapetininga,PUBLICO,-23.62287758338205,-47.55969962078518,AUTOMOVEL,CONDUTOR,VIA,CHOQUE,MURO/PAREDE/TALUDE,Mesmo dia,MASCULINO,40-44,40.0,NÃO HÁ
70808,419,2019,2019-04-13,2019-04-13,Rodovias,13,4,ABRIL,2019,2019.04,SÁBADO,19:45:00,NOITE,PIRASSUNUNGA,Campinas,SPA 044/225,"0,0",ESTADUAL,DER,DR13 - Rio Claro,PUBLICO,-22.01350833503937,-47.39999486856644,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mesmo dia,MASCULINO,55-59,59.0,AUTOMOVEL
10333,2285,2019,2019-04-13,2019-04-13,Rodovias,13,4,ABRIL,2019,2019.04,SÁBADO,2:35:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,SP 330,"25,9",ESTADUAL,CONCESSIONÁRIA,AUTOBAN,PUBLICO,-23.422910659667902,-46.79031406387145,MOTOCICLETA,CONDUTOR,VIA,COLISAO,TRASEIRA,Mesmo dia,MASCULINO,35-39,39.0,CAMINHAO
10374,3047,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,0:05:00,MADRUGADA,SAO PAULO,Metropolitana de São Paulo,ESTRADA ITAQUAQUECETUBA,"7481,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.787942,-46.642225,MOTOCICLETA,CONDUTOR,VIA,OUTROS,TOMBAMENTO VEÍCULO DE 2 RODAS,Mesmo dia,MASCULINO,30-34,31.0,NÃO HÁ
10362,3063,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,13:00:00,TARDE,SAO PAULO,Metropolitana de São Paulo,AVENIDA VILA EMA,"5903,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.596155,-46.526678,MOTOCICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,LATERAL,Mesmo dia,MASCULINO,18-24,23.0,CAMINHAO
10374,3032,2019,2019-04-13,2019-04-12,Vias Municipais,13,4,ABRIL,2019,2019.04,SEXTA,8:50:00,MANHA,SAO PAULO,Metropolitana de São Paulo,AVENIDA DONA BELMIRA MARIN,"4682,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.754943,-46.675401,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,NAO DISPONIVEL,Dia anterior,MASCULINO,55-59,56.0,ONIBUS
70306,336,2019,2019-04-13,2019-03-06,Vias Municipais,13,4,ABRIL,2019,2019.04,QUARTA,12:20:00,TARDE,CAMPINAS,Campinas,AVENIDA DAS AMOREIRAS,"3783,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.933953,-47.092276,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,CRUZANDO A VIA,Mais de 30 dias,MASCULINO,80 ou mais,81.0,AUTOMOVEL
70901,1507,2019,2019-04-13,2019-03-28,Vias Municipais,13,4,ABRIL,2019,2019.04,QUINTA,17:00:00,TARDE,MOGI GUACU,Campinas,RUA ATIBAIA,"74,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.347452,-46.946054,BICICLETA,CONDUTOR,ESTABELECIMENTO DE SAUDE,COLISAO,TRANSVERSAL,Até 30 dias,MASCULINO,80 ou mais,82.0,AUTOMOVEL
120105,423,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,18:45:00,NOITE,ITAI,Itapeva,VICINAL MARIO COVAS,"3,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-23.453028,-49.081884,PEDESTRE,PEDESTRE,ESTABELECIMENTO DE SAUDE,ATROPELAMENTO,ANDANDO NA VIA / ACOSTAMENTO,Mesmo dia,MASCULINO,55-59,57.0,AUTOMOVEL
80410,68,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,18:00:00,NOITE,JOAO RAMALHO,Marília,RUA JOSE MARIA MATHIAS,"48,0",MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,-22.253434,-50.771177,MOTOCICLETA,PASSAGEIRO,VIA,CHOQUE,ÁRVORE,Mesmo dia,MASCULINO,0-17,3.0,NÃO HÁ
120200,492,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,17:30:00,TARDE,ITATINGA,Sorocaba,VICINAL DOUTOR ENE SAB,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,CONDUTOR,VIA,OUTROS,CAPOTAMENTO,Mesmo dia,MASCULINO,50-54,50.0,NÃO HÁ
120200,492,2019,2019-04-13,2019-04-13,Vias Municipais,13,4,ABRIL,2019,2019.04,SÁBADO,17:30:00,TARDE,ITATINGA,Sorocaba,VICINAL DOUTOR ENE SAB,NAO DISPONIVEL,MUNICIPAL,PREFEITURA,PREFEITURA,PUBLICO,,,AUTOMOVEL,PASSAGEIRO,VIA,OUTROS,CAPOTAMENTO,Mesmo dia,FEMININO,45-49,45.0,NÃO HÁ
